"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"295","Liao, Teh Lu","National Cheng Kung University","twn",156,1990,2021,73971,3862,31,18.7833333333333,7,187,39,1589,85,2581,3.54915039390611,3394,1.13789039481438,132,0.0452,83797,4045,33,18.7833333333333,7,197,39,1640,85,2693,3.55976123531662,3517,1.15012794995735,135,3,101,"Industrial Engineering & Automation",0.217948717948718,"Artificial Intelligence & Image Processing",0.198717948717949,"Physics & Astronomy",0.326923076923077,621,530,96361
"296","Yau, Her Terng","National Chung Cheng University","twn",178,1998,2021,74312,2609,27,18.5333333333333,5,471,55,1466,110,2135,3.54743798212885,2205,1.18321995464853,143,0.1053,79711,2916,29,18.7833333333333,5,496,55,1617,110,2369,3.57779627787804,2363,1.23402454506983,147,2,76,"Energy",0.117977528089888,"Mathematical Physics",0.101123595505618,"Physics & Astronomy",0.292134831460674,922,832,229150
"297","Chen, Ching S.","China Medical University","twn",287,1981,2019,74407,15544,60,24.9072146019408,0,0,14,3059,152,9242,3.54694123295832,12829,1.21162990100553,270,0.0977,81053,17227,67,25.8415150237412,0,0,14,3073,152,9974,3.57206948617363,13633,1.26362502750679,271,0,81,"Oncology & Carcinogenesis",0.263157894736842,"Biochemistry & Molecular Biology",0.175438596491228,"Clinical Medicine",0.529824561403509,3182,3072,271773
"298","Hsieh, Sun Yuan","National Cheng Kung University","twn",214,1994,2021,74650,2595,33,21.6666666666667,21,173,111,1601,174,2390,3.54579965669748,1207,2.14995857497929,164,0.1824,69074,3174,38,22.5,21,220,111,1937,174,2888,3.62935646823154,1362,2.33039647577092,171,0,31,"Artificial Intelligence & Image Processing",0.227488151658768,"Computation Theory & Mathematics",0.218009478672986,"Information & Communication Technologies",0.843601895734597,1089,1178,253359
"299","Lan, Chung wen","National Taiwan University","twn",212,1988,2021,75008,3145,29,18.9039682539683,15,236,87,1387,202,3028,3.54407924860784,2083,1.50984157465194,197,0.1825,64628,3847,32,22.6873015873016,15,298,87,1718,202,3712,3.65198743501162,2294,1.67698343504795,200,0,76,"Applied Physics",0.642857142857143,"Materials",0.1,"Physics & Astronomy",0.680952380952381,1735,1945,269833
"300","Chiu, Chao Min","National Sun Yat-Sen University","twn",64,1997,2021,75252,7352,26,10.2833333333333,10,86,41,4898,49,5840,3.5430164709679,6302,1.16661377340527,52,0.0168,86549,7478,26,10.7833333333333,10,91,41,4981,49,5940,3.54812918414864,6364,1.17504714016342,53,1,295,"Information Systems",0.515625,"Information & Library Sciences",0.109375,"Information & Communication Technologies",0.5625,193,185,17971
"301","Chen, Chien Hsin","National Formosa University Taiwan","twn",49,1990,2019,75623,1681,20,18.4166666666667,27,1455,38,1611,45,1633,3.54128036348857,1385,1.21371841155235,44,0.0339,85118,1740,21,19.0833333333333,27,1501,38,1666,45,1688,3.5540447049915,1417,1.22794636556104,44,6,69,"Mechanical Engineering & Transports",0.693877551020408,"Materials",0.163265306122449,"Engineering",0.693877551020408,571,465,109724
"302","Hsu, Wen Lian","Academia Sinica, Institute of Information Science","twn",257,1979,2021,75632,4764,32,16.6726920526318,22,391,42,721,213,2490,3.54124583020867,4478,1.06386779812416,191,0.0976,82889,5279,33,17.1822158621556,22,404,42,766,213,2803,3.56375660172058,4822,1.09477395271672,210,1,57,"Artificial Intelligence & Image Processing",0.372,"Bioinformatics",0.192,"Information & Communication Technologies",0.544,1293,1196,253359
"303","Lin, Whei Min","National Sun Yat-Sen University","twn",136,1986,2019,75638,3564,30,16.8333333333333,1,108,99,3085,112,3206,3.54123077888475,3223,1.10580204778157,115,0.0404,83591,3714,33,17.1666666666667,1,112,99,3219,112,3342,3.5606491397149,3310,1.12205438066465,119,5,153,"Energy",0.676470588235294,"Electrical & Electronic Engineering",0.125,"Enabling & Strategic Technologies",0.691176470588235,982,850,229150
"304","Mou, Chung Yuan","National Taiwan University","twn",396,1970,2021,75674,20628,74,32.6863969363969,3,3,20,135,217,11573,3.54112334593013,15718,1.312380710014,356,0.112,79534,23231,81,34.8486985236985,3,3,20,150,217,12741,3.57862362581402,16562,1.40266875981162,358,3,248,"Physical Chemistry",0.180203045685279,"Chemical Physics",0.16751269035533,"Chemistry",0.398477157360406,302,281,36069
"305","Lin, Kae Long","National Ilan University","twn",137,1997,2021,75957,3162,33,17.8190476190476,6,305,60,1507,79,1765,3.53982109130865,2527,1.25128611001187,120,0.0882,82799,3468,35,18.2190476190476,6,326,60,1611,79,1895,3.56420828890663,2688,1.29017857142857,125,4,140,"Building & Construction",0.204379562043796,"Energy",0.197080291970803,"Enabling & Strategic Technologies",0.408759124087591,143,131,30244
"306","Wu, Jaw Ching","National Yang-Ming University Taiwan","twn",343,1986,2021,76147,9601,48,17.9316195058368,2,34,31,1238,94,3053,3.53897688634953,8244,1.16460456089277,318,0.143,72616,11203,54,19.8866158983332,2,34,31,1544,94,3750,3.61152397647465,8841,1.26716434792444,321,0,100,"Gastroenterology & Hepatology",0.422287390029326,"General & Internal Medicine",0.126099706744868,"Clinical Medicine",0.829912023460411,1039,1120,91513
"307","Lu, Chung Hsin","National Taiwan University","twn",278,1988,2021,76305,4612,35,22.8373015873016,2,26,142,2559,257,4164,3.5382613949801,4188,1.10124164278892,245,0.1165,75504,5220,37,25.2039682539682,2,31,142,2902,257,4750,3.59743572430351,4413,1.18286879673691,255,0,127,"Materials",0.535971223021583,"Applied Physics",0.26978417266187,"Enabling & Strategic Technologies",0.651079136690647,1027,985,285331
"308","Chang, Chingching","Academia Sinica, Research Center for Humanities and Social Sciences","twn",84,1995,2021,76395,1495,22,20.3333333333333,70,1318,79,1378,83,1451,3.53780685686966,1332,1.12237237237237,81,0.118,76863,1695,23,22.3333333333333,70,1493,79,1563,83,1646,3.59099207598676,1407,1.2046908315565,81,0,15,"Marketing",0.421686746987952,"Communication & Media Studies",0.265060240963855,"Economics & Business",0.481927710843373,142,165,11636
"309","Lai, Yen Shin","National Taipei University of Technology","twn",172,1996,2021,76651,3421,31,18.5666666666667,9,117,96,2002,161,3287,3.53669049069243,3066,1.11578604044358,145,0.0988,72695,3796,33,20.9,9,166,96,2231,161,3648,3.61111177120212,3191,1.18959573801316,150,1,99,"Electrical & Electronic Engineering",0.912790697674419,"Energy",0.0406976744186046,"Engineering",0.947674418604651,195,208,105029
"310","Chang, Feng Yee","Triservice General Hospital Taiwan","twn",275,1982,2021,76722,7805,45,17.9516257563623,3,34,25,1355,139,3783,3.53640281977019,6502,1.20039987696093,251,0.0942,84997,8617,48,18.4363479785845,3,34,25,1422,139,4011,3.55456346800927,6976,1.23523509174312,252,0,90,"Microbiology",0.523636363636364,"General & Internal Medicine",0.149090909090909,"Biomedical Research",0.632727272727273,2096,1911,165244
"311","Huarng, Kun Huang","National Taipei University of Business","twn",96,1993,2021,76848,2657,21,14,16,825,58,1965,86,2574,3.5357952381421,1552,1.71198453608247,75,0.0866,78162,2909,22,16,16,896,58,2148,86,2797,3.58479146092037,1628,1.78685503685504,79,0,98,"Marketing",0.319148936170213,"Artificial Intelligence & Image Processing",0.127659574468085,"Economics & Business",0.691489361702128,146,166,11636
"312","Chen, Falin","Institute of Applied Mechanics, National Taiwan University","twn",133,1985,2021,76876,3003,34,17.8833333333333,17,257,62,1395,102,2117,3.53569491127963,2283,1.31537450722733,109,0.0825,82759,3273,36,18.7166666666667,17,281,62,1472,102,2263,3.56437642044852,2390,1.36945606694561,113,0,57,"Energy",0.376923076923077,"Fluids & Plasmas",0.192307692307692,"Enabling & Strategic Technologies",0.407692307692308,962,866,229150
"313","Lin, Keh Ming","National Health Research Institutes Taiwan","twn",144,1979,2015,77044,4909,43,17.1160869960793,10,89,39,1444,81,2531,3.53488362285598,4097,1.19819380034171,128,0.0981,85114,5443,45,17.8160869960792,10,91,39,1501,81,2684,3.55405870586814,4421,1.23116941868356,129,0,23,"Psychiatry",0.50354609929078,"Pharmacology & Pharmacy",0.127659574468085,"Clinical Medicine",0.829787234042553,1525,1433,68582
"314","Chung, Ying Chien","China University of Science and Technology","twn",103,1996,2021,77178,3987,33,18.5440476190476,2,82,37,2159,90,3221,3.53424956103742,3363,1.18554861730598,97,0.0592,87658,4238,33,18.9884920634921,2,86,37,2281,90,3436,3.54321079248113,3462,1.22414789139226,100,4,93,"Environmental Sciences",0.281553398058252,"Biotechnology",0.223300970873786,"Earth & Environmental Sciences",0.349514563106796,493,420,77304
"315","Yang, Ching Nung","National Dong Hwa University","twn",216,1996,2021,77479,3101,28,16.7666666666667,6,326,113,1720,165,2228,3.53284931788562,1938,1.60010319917441,171,0.2401,62956,4081,35,18.85,6,392,113,2232,165,2969,3.66121339869948,2175,1.87632183908046,182,11,226,"Artificial Intelligence & Image Processing",0.430622009569378,"Networking & Telecommunications",0.181818181818182,"Information & Communication Technologies",0.818181818181818,992,1230,253359
"316","Cheng, Chien Hong","National Tsing Hua University","twn",366,1977,2019,77505,16791,70,42.038961038961,3,2,11,90,314,15301,3.5327547251557,11738,1.4304821945817,347,0.109,81944,18846,74,46.9294372294372,3,2,11,92,314,17224,3.56803067303706,12123,1.55456570155902,348,0,54,"Organic Chemistry",0.506849315068493,"General Chemistry",0.186301369863014,"Chemistry",0.8,1595,1441,144918
"317","Juang, Jer Nan","National Cheng Kung University","twn",239,1974,2021,77766,4267,25,15.8261904761905,13,126,69,2946,174,3669,3.53149847151053,3391,1.25833087584783,158,0.1184,75996,4840,30,17.4095238095238,13,137,69,3094,174,3987,3.59518352112502,3638,1.33040131940627,177,0,38,"Aerospace & Aeronautics",0.628205128205128,"Industrial Engineering & Automation",0.0982905982905983,"Engineering",0.786324786324786,115,109,51361
"318","Lin, Mao Tsun","Chi Mei Medical Center","twn",320,1971,2021,77772,3853,29,18.5809523809524,26,221,123,1140,238,2897,3.53143728317935,3112,1.23811053984576,283,0.1638,71897,4608,34,20.9154761904762,26,255,123,1286,238,3340,3.61515556397589,3336,1.38129496402878,290,0,49,"Neurology & Neurosurgery",0.285266457680251,"Pharmacology & Pharmacy",0.231974921630094,"Clinical Medicine",0.711598746081505,4828,5223,278898
"319","Wang, Feng Sheng","Chang Gung University College of Medicine","twn",131,2000,2019,77831,5455,44,14.7920385170385,3,95,20,1376,59,2927,3.53115088556238,3899,1.39907668632983,127,0.1233,82236,6222,45,16.1479908979909,3,96,20,1527,59,3274,3.56670046378034,4162,1.49495434887074,129,6,91,"Orthopedics",0.16793893129771,"Endocrinology & Metabolism",0.137404580152672,"Clinical Medicine",0.801526717557252,540,552,67782
"320","Chen, Yen Liang","National Central University","twn",107,1989,2021,78243,2891,29,19.75,6,174,67,1880,86,2461,3.52921720222359,2356,1.22707979626486,101,0.0638,85160,3088,31,20.8333333333333,6,174,67,2023,86,2636,3.55385224403926,2437,1.26713171932704,101,2,103,"Artificial Intelligence & Image Processing",0.336448598130841,"Operations Research",0.224299065420561,"Information & Communication Technologies",0.560747663551402,1329,1239,253359
"321","Huang, H. H.","China Medical University Hospital Taichung","twn",97,1994,2021,78607,2282,27,16.7813492063492,9,550,42,1496,78,2021,3.52740196519903,1955,1.16726342710997,86,0.0987,82184,2532,29,17.9146825396825,9,586,42,1620,78,2237,3.56695880187803,2040,1.24117647058824,86,0,55,"Materials",0.288659793814433,"Biomedical Engineering",0.185567010309278,"Enabling & Strategic Technologies",0.402061855670103,1124,1019,285331
"322","Lee, Yuan Tseh","Academia Sinica Taiwan","twn",289,1962,2021,79174,6895,40,23.6928932178932,3,157,8,187,130,3666,3.52459835865224,4969,1.38760313946468,272,0.216,70974,8795,50,27.9309884559884,3,163,8,205,130,4101,3.61960733313505,5582,1.57560014331781,273,0,9,"Chemical Physics",0.684027777777778,"General Chemistry",0.0763888888888889,"Physics & Astronomy",0.774305555555556,1614,1652,92738
"323","Ker, Ming Dou","National Chiao Tung University","twn",547,1991,2021,79185,3752,25,18.5990338164251,10,138,248,2133,447,3221,3.52456719334809,2277,1.6477821695213,435,0.3461,42232,5738,33,24.6045893719807,10,321,248,3494,447,4984,3.79181921925265,2768,2.07297687861272,472,0,111,"Applied Physics",0.533333333333333,"Electrical & Electronic Engineering",0.327777777777778,"Physics & Astronomy",0.538888888888889,1111,2058,269833
"324","Young, Wen Bin","National Cheng Kung University","twn",92,1989,2021,79471,1983,26,19.5666666666667,29,712,45,1119,85,1666,3.52322381892579,1532,1.2943864229765,84,0.0819,80487,2160,28,22.0666666666667,29,763,45,1246,85,1825,3.57452586344412,1602,1.34831460674157,85,1,36,"Polymers",0.315217391304348,"Materials",0.271739130434783,"Chemistry",0.315217391304348,768,719,100162
"325","Lin, Shih Hua","Triservice General Hospital Taiwan","twn",338,1993,2021,79923,4991,36,17.0313533688534,3,128,35,1151,187,2693,3.52098279949284,3870,1.28966408268734,292,0.1718,75551,6026,40,18.7580340411223,3,146,35,1390,187,3140,3.5972422300326,4293,1.40368040996972,297,0,48,"Urology & Nephrology",0.275147928994083,"General & Internal Medicine",0.215976331360947,"Clinical Medicine",0.899408284023669,807,900,76322
"326","Row, Jeen Sheen","National Changhua University of Education","twn",154,1993,2021,79946,2478,28,17.8333333333333,14,407,58,1275,133,2200,3.5208616912996,2024,1.22430830039526,132,0.0802,85896,2694,28,19.5,14,441,58,1372,133,2392,3.55077432639341,2175,1.23862068965517,136,0,48,"Networking & Telecommunications",0.876623376623377,"Electrical & Electronic Engineering",0.123376623376623,"Information & Communication Technologies",0.876623376623377,720,673,183648
"327","Hong, Tzung Pei","National University of Kaohsiung","twn",661,1990,2021,80123,5744,35,23.6373015873016,3,19,202,2469,361,3481,3.51999555603352,3903,1.47168844478606,457,0.3141,57941,8374,47,27.6039682539682,3,26,202,3281,361,4764,3.68943085677348,4536,1.84611992945326,503,15,431,"Artificial Intelligence & Image Processing",0.709677419354839,"Networking & Telecommunications",0.0737327188940092,"Information & Communication Technologies",0.91705069124424,923,1271,253359
"328","Chen, Li Li","National Taiwan Ocean University","twn",484,1988,2015,80252,10311,42,20.3133408258408,13,23,136,1440,242,2769,3.51937229142749,9741,1.05851555281799,371,0.0922,86462,11358,44,21.6204836829837,13,23,136,1606,242,3025,3.54850866404322,10659,1.06557838446383,387,1,205,"Artificial Intelligence & Image Processing",0.151452282157676,"Networking & Telecommunications",0.0726141078838174,"Information & Communication Technologies",0.246887966804979,1352,1272,253359
"329","Hong, Chen Jee","National Yang-Ming University Taiwan","twn",254,1996,2021,80416,7607,47,21.9390861252274,1,18,32,1427,88,3059,3.51854224668506,5694,1.33596768528275,244,0.073,89891,8206,49,22.7724194585608,1,18,32,1507,88,3274,3.5339351718354,6027,1.36153973784636,247,0,29,"Psychiatry",0.448818897637795,"Neurology & Neurosurgery",0.291338582677165,"Clinical Medicine",0.968503937007874,1598,1485,68582
"330","Chen, Chiing Chang","National Taichung University of Education","twn",109,1992,2021,80439,4586,41,15.8162698412698,1,121,24,932,83,3375,3.51840206802364,3225,1.42201550387597,103,0.1136,85577,5174,43,16.2662698412698,1,125,24,1071,83,3852,3.55201840455529,3349,1.54493878769782,105,1,105,"Chemical Engineering",0.222222222222222,"Physical Chemistry",0.166666666666667,"Chemistry",0.388888888888889,364,328,66189
"331","Chou, Chang Hung","China Medical University","twn",132,1971,2018,80848,2924,32,17.4956349206349,6,321,27,1057,91,2164,3.51648746180538,2527,1.15710328452711,127,0.139,85103,3396,33,18.9873015873016,6,333,27,1135,91,2437,3.55409632575131,2780,1.22158273381295,129,1,65,"Plant Biology & Botany",0.374045801526718,"Entomology",0.114503816793893,"Biology",0.587786259541985,1151,1079,134814
"332","Chiou, Jyh Shen","National Chengchi University","twn",49,1996,2021,81818,2455,25,15.7833333333333,6,410,32,1850,43,2327,3.51182454498621,2329,1.05410047230571,46,0.0262,94794,2521,26,15.7833333333333,6,424,32,1897,43,2386,3.51417837286752,2370,1.06371308016878,46,0,111,"Marketing",0.489795918367347,"Business & Management",0.102040816326531,"Economics & Business",0.612244897959184,188,176,11636
"333","Chen, Liang Kung","Veterans General Hospital-Taipei","twn",332,2001,2021,82340,7444,35,15.9146851391694,26,30,59,2550,173,3930,3.50961944337669,6543,1.13770441693413,284,0.1487,65750,8744,38,17.7857529602372,26,78,59,2909,173,4645,3.64621078741236,7164,1.22054718034617,308,0,43,"Geriatrics",0.316265060240964,"Gerontology",0.105421686746988,"Clinical Medicine",0.716867469879518,93,117,10025
"334","Su, Ih Jen","Southern Taiwan University of Science and Technology","twn",401,1977,2021,82641,14373,64,22.984856875625,3,4,33,882,140,4332,3.50840622237405,11615,1.23745157124408,362,0.1131,78963,16206,69,24.7187854470536,3,6,33,1013,140,5042,3.58112900948046,12393,1.30767368675865,370,0,138,"Oncology & Carcinogenesis",0.1675,"Microbiology",0.135,"Clinical Medicine",0.66,3123,3356,271773
"335","Liaw, Shu Sheng","China Medical University","twn",39,2002,2018,82867,2833,18,12.45,7,843,26,2205,34,2721,3.50736231900027,2505,1.13093812375249,32,0.0285,94695,2916,19,12.45,7,878,26,2275,34,2799,3.51453281028345,2537,1.1493890421758,32,2,191,"Education",0.641025641025641,"Artificial Intelligence & Image Processing",0.128205128205128,"Social Sciences",0.666666666666667,412,373,70063
"336","Chen, Dong Hwang","National Cheng Kung University","twn",134,1991,2021,82931,10569,53,30.9361111111111,1,0,23,2091,110,9071,3.50710838939168,8961,1.1794442584533,131,0.032,98934,10918,53,30.9361111111111,1,0,23,2147,110,9343,3.49813917723758,9105,1.19912136188907,131,1,283,"Nanoscience & Nanotechnology",0.223880597014925,"Chemical Engineering",0.141791044776119,"Enabling & Strategic Technologies",0.514925373134328,848,737,89177
